x (nodes),y (nodes),x (m),y (m),h + zb (m),zb (m),h (m),u (m/s),v (m/s), q (m^2/s), h analytical (m), u analytical (m/s), h analytical + zb (m)
    2,   32,      0.0100,      0.2101,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   33,      0.0100,      0.2168,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   34,      0.0100,      0.2234,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   35,      0.0100,      0.2301,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   36,      0.0100,      0.2368,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   37,      0.0100,      0.2435,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   38,      0.0100,      0.2501,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   39,      0.0100,      0.2568,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   40,      0.0100,      0.2635,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   41,      0.0100,      0.2701,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   42,      0.0100,      0.2768,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   43,      0.0100,      0.2835,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   44,      0.0100,      0.2901,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   45,      0.0100,      0.2968,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   46,      0.0100,      0.3035,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   47,      0.0100,      0.3102,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   48,      0.0100,      0.3168,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   49,      0.0100,      0.3235,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   50,      0.0100,      0.3302,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   51,      0.0100,      0.3368,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   52,      0.0100,      0.3435,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   53,      0.0100,      0.3502,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   54,      0.0100,      0.3568,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   55,      0.0100,      0.3635,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   56,      0.0100,      0.3702,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   57,      0.0100,      0.3769,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   58,      0.0100,      0.3835,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   59,      0.0100,      0.3902,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   60,      0.0100,      0.3969,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   61,      0.0100,      0.4035,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   62,      0.0100,      0.4102,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   63,      0.0100,      0.4169,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   64,      0.0100,      0.4235,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   65,      0.0100,      0.4302,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   66,      0.0100,      0.4369,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   67,      0.0100,      0.4436,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   68,      0.0100,      0.4502,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   69,      0.0100,      0.4569,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   70,      0.0100,      0.4636,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   71,      0.0100,      0.4702,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   72,      0.0100,      0.4769,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   73,      0.0100,      0.4836,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   74,      0.0100,      0.4902,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   75,      0.0100,      0.4969,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   76,      0.0100,      0.5036,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   77,      0.0100,      0.5103,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   78,      0.0100,      0.5169,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   79,      0.0100,      0.5236,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   80,      0.0100,      0.5303,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   81,      0.0100,      0.5369,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   82,      0.0100,      0.5436,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   83,      0.0100,      0.5503,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   84,      0.0100,      0.5569,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   85,      0.0100,      0.5636,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   86,      0.0100,      0.5703,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   87,      0.0100,      0.5770,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   88,      0.0100,      0.5836,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   89,      0.0100,      0.5903,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   90,      0.0100,      0.5970,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   91,      0.0100,      0.6036,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   92,      0.0100,      0.6103,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   93,      0.0100,      0.6170,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   94,      0.0100,      0.6236,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   95,      0.0100,      0.6303,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   96,      0.0100,      0.6370,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   97,      0.0100,      0.6437,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   98,      0.0100,      0.6503,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,   99,      0.0100,      0.6570,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  100,      0.0100,      0.6637,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  101,      0.0100,      0.6703,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  102,      0.0100,      0.6770,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  103,      0.0100,      0.6837,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  104,      0.0100,      0.6903,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  105,      0.0100,      0.6970,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  106,      0.0100,      0.7037,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  107,      0.0100,      0.7104,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  108,      0.0100,      0.7170,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  109,      0.0100,      0.7237,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  110,      0.0100,      0.7304,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  111,      0.0100,      0.7370,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  112,      0.0100,      0.7437,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  113,      0.0100,      0.7504,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  114,      0.0100,      0.7570,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  115,      0.0100,      0.7637,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  116,      0.0100,      0.7704,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  117,      0.0100,      0.7771,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  118,      0.0100,      0.7837,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  119,      0.0100,      0.7904,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  120,      0.0100,      0.7971,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  121,      0.0100,      0.8037,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  122,      0.0100,      0.8104,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  123,      0.0100,      0.8171,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  124,      0.0100,      0.8237,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  125,      0.0100,      0.8304,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  126,      0.0100,      0.8371,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  127,      0.0100,      0.8438,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  128,      0.0100,      0.8504,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  129,      0.0100,      0.8571,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  130,      0.0100,      0.8638,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  131,      0.0100,      0.8704,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  132,      0.0100,      0.8771,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  133,      0.0100,      0.8838,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  134,      0.0100,      0.8904,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  135,      0.0100,      0.8971,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  136,      0.0100,      0.9038,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  137,      0.0100,      0.9105,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
    2,  138,      0.0100,      0.9171,      0.1850,      0.0025,      0.1825,      0.6794,      0.0000,      0.1240,      0.0000,      0.0000,      0.0025,
